1417
0.00 288.316 -30.91553 28.60 10 10 3.30 21.90 100.00 0.00
0.00 288.421 -30.91553 32.80 10 10 3.20 23.90 88.00 0.00
0.00 288.526 -30.91553 37.40 10 10 3.20 25.60 85.00 0.00
0.00 288.632 -30.91553 42.40 10 10 3.30 26.80 97.00 0.00
0.00 288.737 -30.91553 47.60 10 10 3.40 27.50 96.00 0.00
0.00 288.842 -30.91553 52.80 10 10 3.60 27.70 92.00 0.00
0.00 288.947 -30.91553 58.00 10 10 3.90 27.40 91.00 0.00
0.00 289.053 -30.91553 63.20 10 10 4.30 26.70 94.00 0.00
0.00 287.474 -31.00545 9.20 10 10 4.60 6.80 92.00 1.17
0.00 287.579 -31.00545 10.50 10 10 4.40 8.20 92.00 1.38
0.00 287.684 -31.00545 12.10 10 10 4.30 9.60 89.00 1.96
0.00 287.789 -31.00545 13.90 10 10 4.10 11.30 88.00 2.07
0.00 287.895 -31.00545 16.10 10 10 3.80 13.20 90.00 2.30
0.00 288 -31.00545 18.70 10 10 3.60 15.30 91.00 1.40
0.00 288.105 -31.00545 21.60 10 10 3.40 17.50 100.00 0.78
0.00 288.211 -31.00545 25.00 10 10 3.20 19.80 91.00 1.62
0.00 288.316 -31.00545 28.80 10 10 3.10 22.00 92.00 0.00
0.00 288.421 -31.00545 33.10 10 10 3.00 24.00 93.00 0.00
0.00 288.526 -31.00545 37.70 10 10 2.90 25.70 95.00 0.00
0.00 288.632 -31.00545 42.70 10 10 2.90 26.90 85.00 0.00
0.00 288.737 -31.00545 47.90 10 10 3.00 27.60 86.00 0.00
0.00 288.842 -31.00545 53.10 10 10 3.10 27.80 98.00 0.00
0.00 288.947 -31.00545 58.40 10 10 3.40 27.50 88.00 0.00
0.00 289.053 -31.00545 63.50 10 10 3.70 26.80 89.00 0.00
0.00 287.474 -31.09537 9.30 10 10 4.60 6.90 92.00 1.21
0.00 287.579 -31.09537 10.70 10 10 4.40 8.20 92.00 2.24
0.00 287.684 -31.09537 12.20 10 10 4.30 9.70 90.00 2.19
0.00 287.789 -31.09537 14.10 10 10 4.10 11.40 94.00 1.79
0.00 287.895 -31.09537 16.30 10 10 3.80 13.30 89.00 2.77
0.00 288 -31.09537 18.80 10 10 3.60 15.40 95.00 2.35
0.00 288.105 -31.09537 21.80 10 10 3.40 17.60 96.00 0.92
0.00 288.211 -31.09537 25.20 10 10 3.10 19.90 98.00 1.27
